Voltage U1	Current IA	Current IA'
U1/V	IA/nA	IA/nA

56,67	1,23	1,21
56,70	1,23	1,22
56,72	1,24	1,22
56,75	1,24	1,23
56,77	1,23	1,23
56,80	1,25	1,23
56,82	1,25	1,24
56,84	1,24	1,24
56,87	1,24	1,24
56,89	1,24	1,25
56,92	1,24	1,25
56,94	1,26	1,25
56,97	1,25	1,26
56,99	1,26	1,26
57,02	1,26	1,26
57,04	1,26	1,26
57,06	1,28	1,26
57,09	1,29	1,26
57,11	1,28	1,27
57,14	1,28	1,27
57,16	1,27	1,27
57,19	1,28	1,27
57,21	1,28	1,28
57,24	1,28	1,28
57,26	1,27	1,28
57,28	1,27	1,29
57,31	1,27	1,29
57,33	1,29	1,29
57,36	1,27	1,29
57,38	1,28	1,30
57,41	1,29	1,30
57,43	1,29	1,30
57,46	1,30	1,30
57,48	1,31	1,31
57,50	1,30	1,31
57,53	1,32	1,31
57,55	1,32	1,31
57,58	1,33	1,32
57,60	1,33	1,32
57,63	1,32	1,32
57,65	1,32	1,32
57,68	1,34	1,32
57,70	1,35	1,32
57,72	1,36	1,33
57,75	1,35	1,33
57,77	1,34	1,33
57,80	1,36	1,33
57,82	1,35	1,33
57,85	1,34	1,33
57,87	1,33	1,33
57,89	1,32	1,33
57,92	1,32	1,33
57,94	1,32	1,33
57,97	1,32	1,33
57,99	1,32	1,34
58,02	1,32	1,33
58,04	1,33	1,33
58,07	1,34	1,33
58,09	1,33	1,33
58,11	1,33	1,33
58,14	1,32	1,33
58,16	1,33	1,33
58,19	1,33	1,33
58,21	1,34	1,34
58,24	1,33	1,34
58,26	1,34	1,34
58,29	1,34	1,34
58,31	1,35	1,34
58,33	1,34	1,34
58,36	1,33	1,34
58,38	1,34	1,34
58,41	1,35	1,34
58,43	1,35	1,34
58,46	1,36	1,34
58,48	1,36	1,34
58,51	1,36	1,34
58,53	1,37	1,35
58,55	1,36	1,35
58,58	1,35	1,35
58,60	1,35	1,34
58,63	1,34	1,34
58,65	1,34	1,34
58,68	1,34	1,34
58,70	1,34	1,34
58,73	1,34	1,34
58,75	1,34	1,34
58,77	1,34	1,34
58,80	1,35	1,34
58,82	1,34	1,34
58,85	1,34	1,34
58,87	1,34	1,34
58,90	1,33	1,33
58,92	1,33	1,33
58,94	1,33	1,33
58,97	1,32	1,33
58,99	1,33	1,33
59,02	1,33	1,33
59,04	1,33	1,33
59,07	1,33	1,33
59,09	1,31	1,33
59,12	1,32	1,33
59,14	1,33	1,33
59,16	1,33	1,33
59,19	1,33	1,33
59,21	1,33	1,33
59,24	1,33	1,32
59,26	1,35	1,32
59,29	1,34	1,32
59,31	1,33	1,32
59,34	1,32	1,32
59,36	1,32	1,32
59,38	1,31	1,32
59,41	1,32	1,32
59,43	1,31	1,32
59,46	1,31	1,32
59,48	1,31	1,32
59,51	1,31	1,32
59,53	1,32	1,31
59,56	1,32	1,31
59,58	1,31	1,31
59,60	1,31	1,31
59,63	1,31	1,31
59,65	1,31	1,31
59,68	1,30	1,31
59,70	1,30	1,31
59,73	1,30	1,32
59,75	1,30	1,32
59,78	1,30	1,32
59,80	1,30	1,32
59,82	1,30	1,32
59,85	1,30	1,32
59,87	1,31	1,32
59,90	1,32	1,32
59,92	1,32	1,33
59,95	1,33	1,33
59,97	1,33	1,33
59,99	1,35	1,33
